cluster_id,stop_name,Lines,mode,longitude,latitude
152,AVENUE REDA GUEDIRA,"['L039', 'L097', 'L97B']",['casabus'],-7.57365205007084,33.55550390001845
153,AVENUE TADDART,['L309'],['casabus'],-7.617909300000002,33.53973299999999
154,AVENUE TADDART,['L309'],['casabus'],-7.6183981,33.5404795
155,AZBANE 1,"['L107', 'L306', 'L307', 'L051']",['casabus'],-7.6651715,33.536480299999994
156,AZBANE 1,"['L107', 'L306', 'L307', 'L051']",['casabus'],-7.6652872,33.5369043
157,AZHAR OULFA,"['L084', 'L051']",['casabus'],-7.687170199991888,33.543791200006325
158,Angle Avenue Lahraouiyine,"['L039', 'L097', 'L97B']",['casabus'],-7.576782400000002,33.5537148
159,Angle Avenue Lahraouiyine,"['L039', 'L097', 'L97B']",['casabus'],-7.576226100000001,33.553943999999994
160,Angle Boulevard Tah/ Mohamed 6,['L006'],['casabus'],-7.576808399999999,33.5357259
161,BAB AL BAIDA,['L307'],['casabus'],-7.660854850047834,33.476441200019615
162,BACHAOUIA BOUSKOURA,"['L310', 'L309', 'L300']",['casabus'],-7.6381359,33.4710004
163,BACHAOUIA BOUSKOURA,"['L310', 'L309', 'L300']",['casabus'],-7.6386802,33.4714095
164,BACHAOUIAT AL AZHAR,['L082'],['casabus'],-7.489071450004651,33.598999750000765
165,BASATINE AL FIRDAOUS,['L903'],['casabus'],-7.358955050019607,33.66784000000242
166,BASATINE AL GHOFRANE,['L604'],['casabus'],-7.521930599984074,33.52308855000423
167,BASSATINE AL OULFA,['L050'],['casabus'],-7.69748320008258,33.55033715001992
168,BAYTI SAKAN 1,['L905'],['casabus'],-7.342074300016061,33.68536335000183
169,BD HASSAN 2 MOHAMMEDIA 01,"['L902', 'L800', 'L900', 'L32D', 'L904']",['casabus'],-7.3944385,33.6915899
170,BD HASSAN 2 MOHAMMEDIA 01,"['L902', 'L800', 'L900', 'L32D', 'L904']",['casabus'],-7.393535699999999,33.69188700000001
171,BD HASSAN 2 MOHAMMEDIA 03,"['L32D', 'L800', 'L904', 'L900']",['casabus'],-7.39937079989511,33.68766120004172
172,BEAUSEJOUR,"['L072', 'L109']",['casabus'],-7.6462215,33.56445440000001
173,BEAUSEJOUR,"['L072', 'L109']",['casabus'],-7.646543499999998,33.5649259
174,BEN HAMOU,['L120'],['casabus'],-7.516753600000001,33.4581684
175,BEN HAMOU,['L120'],['casabus'],-7.517085999999999,33.45836320000001
176,BENI MGUILD,['L006'],['casabus'],-7.604315000000001,33.5711141
177,BLOC 33 LALLA MERIEM,"['L97B', 'L097', 'L143', 'L068', 'L062']",['casabus'],-7.552811049973547,33.560364050005695
178,BNI YAKHLEF,['L903'],['casabus'],-7.3409352,33.6642642
179,BNI YAKHLEF 2,['L903'],['casabus'],-7.3425011,33.6611444
180,BOULEVARD 9 AVRIL,['L090'],['casabus'],-7.628301500000001,33.58226379999999
181,BOULEVARD 9 AVRIL,['L090'],['casabus'],-7.6293945,33.5826329
182,BOULEVARD ABDELHADI BOUTALEB,['L084'],['casabus'],-7.6767091499456175,33.57600745000919
183,BOULEVARD ABDELMOUMEN,"['L006', 'L019', 'L038', 'L067']",['casabus'],-7.6253022,33.57918250000001
184,BOULEVARD ABDELMOUMEN,"['L006', 'L019', 'L038', 'L067']",['casabus'],-7.624611800000001,33.580195700000004
185,BOULEVARD ABDELMOUMEN 2,"['L006', 'L300']",['casabus'],-7.625376000000001,33.578079999999986
186,BOULEVARD ABDERRAHIM BOUABID,"['L072', 'L109']",['casabus'],-7.6430536,33.5624467
187,BOULEVARD ABDERRAHIM BOUABID,"['L072', 'L109']",['casabus'],-7.6431092,33.5627332
188,BOULEVARD ABOU HOURAIRA,"['L079', 'L056']",['casabus'],-7.572305200000001,33.56169259999999
189,BOULEVARD ABOU HOURAIRA,"['L079', 'L056']",['casabus'],-7.572077700000001,33.56227839999998
190,BOULEVARD ABOU HOURAIRA 2,['L056'],['casabus'],-7.5694865,33.5635313
191,BOULEVARD ABOU HOURAIRA 2,['L056'],['casabus'],-7.569904700000001,33.5636387
192,BOULEVARD AFGHANISTAN,"['L063', 'L019', 'L020', 'L072']",['casabus'],-7.67610319998024,33.57149010000931
193,BOULEVARD AHL LOGHLAM,['L033'],['casabus'],-7.503758650062265,33.59989770008981
194,BOULEVARD AHL LOGHLAM AZHAR,['L902'],['casabus'],-7.489595699898958,33.597739200024286
195,BOULEVARD AHL LOGHLAM SAKANI,['L902'],['casabus'],-7.484230299950411,33.5978813000082
196,BOULEVARD AHMED MEKOUR,['L023'],['casabus'],-7.536812749985891,33.614924550001646
197,BOULEVARD AL MAGHRIB AL ARABI,['L082'],['casabus'],-7.484843300000001,33.599285
198,BOULEVARD AL MAGHRIB AL ARABI,['L082'],['casabus'],-7.484116800000001,33.6000534
199,BOULEVARD AL QODS,"['L060', 'L063', 'L143']",['casabus'],-7.591284599999999,33.5416111
200,BOULEVARD AL QODS,"['L060', 'L063', 'L143']",['casabus'],-7.5916049,33.54180879999999
201,BOULEVARD AMGALA,"['L312', 'L600', 'L006']",['casabus'],-7.5791858,33.5403694
202,BOULEVARD AMGALA,"['L312', 'L600', 'L006']",['casabus'],-7.578865100000002,33.5405456
203,BOULEVARD ANOUAL,"['L97B', 'L063', 'L097', 'L051']",['casabus'],-7.627391199951738,33.56957145001145
204,BOULEVARD BEN BARKA,['L038'],['casabus'],-7.6518743,33.6036367
205,BOULEVARD BEN BARKA,['L038'],['casabus'],-7.6518181,33.6039197
206,BOULEVARD BORDEAUX,"['L055', 'L011', 'L067', 'L043', 'L139']",['casabus'],-7.629570150008861,33.59791570000876
207,BOULEVARD BOUALAM,['L062'],['casabus'],-7.536664499973698,33.56138445000272
208,BOULEVARD CHEFCHAOUNI,['L065'],['casabus'],-7.500551549886359,33.62795585004152
209,BOULEVARD DAKHLA,['L039'],['casabus'],-7.600812000007234,33.5333817000036
210,BOULEVARD DAKHLA 2,['L068'],['casabus'],-7.5766643,33.543584800000005
211,BOULEVARD DAKHLA 2,['L068'],['casabus'],-7.577113300000001,33.5438997
212,BOULEVARD DE BOURGOGNE,['L011'],['casabus'],-7.650679399974368,33.59504650000585
213,BOULEVARD DE BOUSKOURA,"['L306', 'L051']",['casabus'],-7.649074800000001,33.5573617
214,BOULEVARD DE GAZA,"['L604', 'L038', 'L109']",['casabus'],-7.58429419992433,33.56868335008557
215,BOULEVARD DE LA MECQUE,"['L310', 'L107', 'L031', 'L300']",['casabus'],-7.631675749974737,33.54598605001916
216,BOULEVARD DE LA RESISTANCE,['L090'],['casabus'],-7.603987,33.589095
217,BOULEVARD DE LA RESISTANCE,['L090'],['casabus'],-7.6037109,33.58930699999999
218,BOULEVARD DE MAKRO,['L065'],['casabus'],-7.528426799894602,33.59497930002471
219,BOULEVARD DE RIYAD,['L907'],['casabus'],-7.393864799934656,33.6731691000421
220,BOULEVARD DE TEMARA,['L068'],['casabus'],-7.599245199999999,33.54973570000001
221,BOULEVARD DES FACULTES,"['L068', 'L09E']",['casabus'],-7.677332199994776,33.54212035000063
222,BOULEVARD DRISS EL HARTI,"['L107', 'L143', 'L011']",['casabus'],-7.572958299999999,33.5481079
223,BOULEVARD DRISS EL HARTI,"['L107', 'L143', 'L011']",['casabus'],-7.572813400000001,33.5484006
224,BOULEVARD DU NIL,"['L039', 'L097', 'L064', 'L97B']",['casabus'],-7.569085899988194,33.55827100000455
225,BOULEVARD EL HARTI,"['L107', 'L143', 'L011']",['casabus'],-7.580326500015327,33.543869900001795
226,BOULEVARD EL YAZIDI,['L033'],['casabus'],-7.515584850039096,33.601394050010555
227,BOULEVARD FATIMA ZAROUAL,['L039'],['casabus'],-7.596666099995871,33.523836500001075
228,BOULEVARD HAJ FATEH,['L051'],['casabus'],-7.6797808,33.5386461
229,BOULEVARD HAJ FATEH,['L051'],['casabus'],-7.679325800000001,33.5388552
230,BOULEVARD HAJ FATEH 2,"['L09E', 'L084']",['casabus'],-7.6892307,33.5511417
231,BOULEVARD HAJ FATEH OULFA,"['L09E', 'L084']",['casabus'],-7.688159699979713,33.5492326500342
232,BOULEVARD HASSAN 1,['L007'],['casabus'],-7.6229835,33.593459
233,BOULEVARD HASSAN 2 MOHAMMEDIA 2,"['L32D', 'L904']",['casabus'],-7.396251899909655,33.69002255004117
234,BOULEVARD HOUCINE SOUSSI,"['L043', 'L079', 'L064']",['casabus'],-7.529324050003818,33.583985950000425
235,BOULEVARD IBN TACHFINE,"['L039', 'L055', 'L090', 'L043']",['casabus'],-7.573414550070315,33.58479035003053
236,BOULEVARD IBNOU SINA,"['L019', 'L020', 'L97B', 'L013', 'L068', 'L050', 'L09E']",['casabus'],-7.6684743,33.5717944
237,BOULEVARD IBNOU SINA,"['L019', 'L020', 'L97B', 'L143', 'L013', 'L050', 'L09E']",['casabus'],-7.668218900000002,33.5720835
238,BOULEVARD IBNOU SINA N43,"['L019', 'L020', 'L97B', 'L143', 'L013', 'L068', 'L050', 'L09E', 'L063']",['casabus'],-7.662022600000001,33.5753223
239,BOULEVARD IMAM ALI,"['L608', 'L065', 'L606', 'L090', 'L064']",['casabus'],-7.520160150072079,33.597760400018586
240,BOULEVARD LA RESISTENCE MO,['L907'],['casabus'],-7.4056308,33.6811962
241,BOULEVARD LA RESISTENCE MO,['L907'],['casabus'],-7.4053168,33.681450099999985
242,BOULEVARD LALA ASMA,"['L32D', 'L065']",['casabus'],-7.540686950075796,33.57697895003751
243,BOULEVARD MOHAMED SIJILMASSI,['L056'],['casabus'],-7.6396307,33.58794050000001
244,BOULEVARD MOHAMED V MO,['L906'],['casabus'],-7.394259300000001,33.7026873
245,BOULEVARD MOHAMED V MO,['L906'],['casabus'],-7.3945509,33.7029532
246,BOULEVARD MOULAY SLIMAN,['L900'],['casabus'],-7.561158750001994,33.611482450000246
247,BOULEVARD MOULAY SMAIL,"['L033', 'L139', 'L082']",['casabus'],-7.575902100010699,33.59849480000116
248,BOULEVARD NAKHIL,"['L904', 'L120', 'L608']",['casabus'],-7.482840300000001,33.55242
249,BOULEVARD NAKHIL,"['L904', 'L120', 'L608']",['casabus'],-7.481837600000001,33.553202
250,BOULEVARD NASSIBA BENT KAAB,"['L079', 'L064']",['casabus'],-7.546429699937032,33.57759570002236
251,BOULEVARD OQBA,"['L039', 'L32D']",['casabus'],-7.559256150047924,33.579632150010106
252,BOULEVARD OUED BEHT,['L143'],['casabus'],-7.677625900000001,33.5585122
253,BOULEVARD OUED DAHAB,"['L063', 'L064', 'L067']",['casabus'],-7.5689226,33.543556300000006
254,BOULEVARD OUED DAHAB,"['L063', 'L064', 'L067']",['casabus'],-7.5685393,33.54356429999999
255,BOULEVARD OUED DRAA,"['L09E', 'L084']",['casabus'],-7.684743300000001,33.556112
256,BOULEVARD OUED DRAA,"['L09E', 'L084']",['casabus'],-7.6845837,33.55638989999999
257,BOULEVARD OUED EDAOURA 1,"['L068', 'L109']",['casabus'],-7.677870799996423,33.54258225000962
258,BOULEVARD OUED LAOU,"['L143', 'L050']",['casabus'],-7.675207800042903,33.560442250005785
259,BOULEVARD OUED TENSIFT,"['L068', 'L143', 'L109']",['casabus'],-7.684519200000001,33.5525804
260,BOULEVARD OUED TENSIFT,"['L143', 'L109']",['casabus'],-7.6846639,33.5529075
261,BOULEVARD PALESTINE,['L903'],['casabus'],-7.374746900041967,33.6862273500105
262,BOULEVARD RACHIDI,"['L006', 'L019', 'L056', 'L022', 'L040']",['casabus'],-7.621952199999999,33.5909199
263,BOULEVARD ROUDANI,['L007'],['casabus'],-7.630473150037647,33.584754350058915
264,BOULEVARD SMARA,"['L006', 'L068']",['casabus'],-7.588660450049245,33.537344250007145
265,BOULEVARD SOUR JDID,['L056'],['casabus'],-7.6210778,33.6050261
266,BOULEVARD SOUR JDID,['L056'],['casabus'],-7.6207587,33.6052352
267,BOULEVARD TAH,['L006'],['casabus'],-7.5799083,33.5341683
268,BOULEVARD TAH,['L006'],['casabus'],-7.578890900000001,33.5348302
269,BOULEVARD TARIK IBNOU ZIAD,['L006'],['casabus'],-7.616815,33.5768411
270,BOULEVARD TAZA,"['L006', 'L022']",['casabus'],-7.5947479,33.54438319999999
271,BOULEVARD TAZA,"['L006', 'L022']",['casabus'],-7.594681900000001,33.5450965
272,BOULEVARD ZERKTOUNI,"['L060', 'L038', 'L067']",['casabus'],-7.6362428,33.5915415
273,BOULEVARD ZERKTOUNI,"['L060', 'L038', 'L067']",['casabus'],-7.636585499999998,33.5916527
274,BOULEVARS ABDELKRIM KHATTABI,['L084'],['casabus'],-7.664745499989933,33.58092605000141
275,BOUSKOURA CENTRE,['L300'],['casabus'],-7.642102799997954,33.43762790005701
276,BOUZIANE,['L120'],['casabus'],-7.5434502,33.56998519999999
277,BOUZIANE,['L120'],['casabus'],-7.5437363,33.5704918
278,BRAHMA 3,['L904'],['casabus'],-7.451376050018788,33.62896380006317
279,BRAHMA II,['L902'],['casabus'],-7.446327650011226,33.621951250001366
280,Boulevard Fouarate,"['L038', 'L040']",['casabus'],-7.568907699986729,33.57618140000206
281,Boulevard Hassan El Allaoui,['L039'],['casabus'],-7.58658799999584,33.57979675000104
282,Boulevard L'Ocean Atlantique,['L005'],['casabus'],-7.6851111,33.5872175
283,Boulevard L'Ocean Atlantique,['L005'],['casabus'],-7.684600400000001,33.5873755
