origin_id,origin_name,district_id,district_name,latitude,longitude,distance_to_nearest_stop_m,stop_density,stop_density_1km,population,population_density,num_healthcare_facilities,healthcare_density_1km,distance_to_city_center_km,urban_ring,interaction_stop_pop_density,interaction_fac_pop,analysis_unit,accessibility_score,score_2sfca
18,Centre de Santé Sidi Youssef Ben Ali,,,31.610876399999995,-7.974888900000001,275.69515493863895,6.366197723675814,10.0,0.0,0.0,1.0,0.3183098861837907,2.8810384705511685,Inner,0.0,0.0,facility_proxy,0.32,
19,Clinique La Rose,,,31.6488702,-7.9640359,263.3210408098627,5.092958178940651,11.0,0.0,0.0,1.0,0.3183098861837907,3.1656533443815107,Inner,0.0,0.0,facility_proxy,0.2733333333333333,
20,Centre de Santé Massira,,,31.60682739999999,-8.0150251,152.84487705571922,3.819718634205488,14.0,0.0,0.0,1.0,0.3183098861837907,3.628242065710181,Inner,0.0,0.0,facility_proxy,0.33666666666666667,
21,Clinique El Wahda,,,31.630667399999993,-7.9724637,61.78198345467757,8.91267681314614,19.0,0.0,0.0,3.0,0.954929658551372,1.8185344059692972,Inner,0.0,0.0,facility_proxy,0.77,
22,Clinique Marjane,,,31.655278800000005,-8.0072033,286.57466466119183,2.5464790894703255,4.0,0.0,0.0,1.0,0.3183098861837907,2.9184166989841174,Inner,0.0,0.0,facility_proxy,0.11666666666666667,
23,Centre de Santé Hay Hassani,,,31.621005999999987,-8.0280322,60.832726155683446,1.2732395447351628,5.0,0.0,0.0,1.0,0.3183098861837907,3.6970537773725085,Inner,0.0,0.0,facility_proxy,0.3433333333333333,
24,Clinique Atlas,,,31.64091410000001,-7.957511,96.35420249411973,6.366197723675814,5.0,0.0,0.0,1.0,0.3183098861837907,3.35141850711278,Inner,0.0,0.0,facility_proxy,0.49999999999999994,
25,Centre de Santé Amerchich,,,31.611521099999994,-7.990643,222.9996466856488,6.366197723675814,13.0,0.0,0.0,1.0,0.3183098861837907,2.3420026510290897,Inner,0.0,0.0,facility_proxy,0.38,
26,Clinique Najmat Al Maghrib,,,31.62750190000001,-8.0107801,157.88256757491635,2.5464790894703255,5.0,0.0,0.0,2.0,0.6366197723675814,1.915158331337403,Inner,0.0,0.0,facility_proxy,0.3466666666666667,
27,Polyclinique Al Amal,,,31.645388200000006,-8.0082452,187.9192975010149,2.5464790894703255,9.0,0.0,0.0,3.0,0.954929658551372,2.1260273026879344,Inner,0.0,0.0,facility_proxy,0.38666666666666666,
28,Centre de Santé Targa,,,31.654726799999995,-8.0187252,217.0923461361199,5.092958178940651,7.0,0.0,0.0,2.0,0.6366197723675814,3.558333790779073,Inner,0.0,0.0,facility_proxy,0.41333333333333333,
29,Clinique Ryad,,,31.6291804,-7.9641233,190.61363980617995,3.819718634205488,12.0,0.0,0.0,3.0,0.954929658551372,2.6245413368521917,Inner,0.0,0.0,facility_proxy,0.43666666666666665,
