cluster_id,stop_name,Lines,mode,longitude,latitude
66,Bd Zerktouni 7,"['L3', 'L16']",['bus'],-7.9808625,31.6355361
67,Bd Zerktouni 8,"['L3', 'L16']",['bus'],-7.977697,31.637583
68,Bd Zerktouni 9,"['L3', 'L16']",['bus'],-7.9763231,31.6370798
69,Bd Zerktouni 10,"['L3', 'L16']",['bus'],-7.9741253,31.638015
70,Bd Zerktouni 11,"['L3', 'L16']",['bus'],-7.9715437,31.6404715
71,Bd Zerktouni 12,"['L3', 'L16']",['bus'],-7.9708063,31.6420988
72,Av. Nations Unies 1,['L17'],['bus'],-8.0014891,31.6454697
73,Av. Nations Unies 2,['L17'],['bus'],-7.9983925,31.646005
74,Av. Nations Unies 3,['L17'],['bus'],-7.9936503,31.6470663
75,Av. Nations Unies 4,['L17'],['bus'],-7.9910286,31.6494349
76,Av. Nations Unies 5,['L17'],['bus'],-7.9890826,31.6490333
77,Av. Nations Unies 6,['L17'],['bus'],-7.9882083,31.6512993
78,Av. Nations Unies 7,['L17'],['bus'],-7.9852495,31.6520544
79,Av. Nations Unies 8,['L17'],['bus'],-7.9821221,31.6521811
80,Av. Nations Unies 9,['L17'],['bus'],-7.9790084,31.6538036
81,Av. Nations Unies 10,['L17'],['bus'],-7.9781375,31.6543178
82,Av. Nations Unies 11,['L17'],['bus'],-7.9735014,31.6557177
83,Rte de Fès 1,"['L5', 'L18']",['bus'],-7.9814041,31.6387267
84,Rte de Fès 2,"['L5', 'L18']",['bus'],-7.9778231,31.6411194
85,Rte de Fès 3,"['L5', 'L18']",['bus'],-7.9740652,31.6463013
86,Rte de Fès 4,"['L5', 'L18']",['bus'],-7.9714419,31.6479661
87,Rte de Fès 5,"['L5', 'L18']",['bus'],-7.9700886,31.6488598
88,Rte de Fès 6,"['L5', 'L18']",['bus'],-7.9664271,31.6533133
89,Rte de Fès 7,"['L5', 'L18']",['bus'],-7.9640389,31.6555344
90,Rte de Fès 8,"['L5', 'L18']",['bus'],-7.9594219,31.6565983
91,Rte de Fès 9,"['L5', 'L18']",['bus'],-7.956674,31.6607609
92,Rte de Fès 10,"['L5', 'L18']",['bus'],-7.9553329,31.6625839
93,Jemaa el-Fna 1,"['L1', 'L2', 'L3']",['bus'],-7.9901635,31.626963
94,Jemaa el-Fna 2,"['L1', 'L2', 'L3']",['bus'],-7.9903716,31.6243428
95,Jemaa el-Fna 3,"['L1', 'L2', 'L3']",['bus'],-7.9890153,31.6248026
96,Jemaa el-Fna 4,"['L1', 'L2', 'L3']",['bus'],-7.9896969,31.6237249
97,Jemaa el-Fna 5,"['L1', 'L2', 'L3']",['bus'],-7.9912317,31.6248801
98,Jemaa el-Fna 6,"['L1', 'L2', 'L3']",['bus'],-7.9904937,31.6242403
99,Jemaa el-Fna 7,"['L1', 'L2', 'L3']",['bus'],-7.9931454,31.6224829
100,Jemaa el-Fna 8,"['L1', 'L2', 'L3']",['bus'],-7.9934274,31.6207704
101,Jemaa el-Fna 9,"['L1', 'L2', 'L3']",['bus'],-7.9945922,31.6214181
102,Jemaa el-Fna 10,"['L1', 'L2', 'L3']",['bus'],-7.9936484,31.62052
103,Jemaa el-Fna 11,"['L1', 'L2', 'L3']",['bus'],-7.9934219,31.6200303
104,Jemaa el-Fna 12,"['L1', 'L2', 'L3']",['bus'],-7.9945163,31.6202242
105,Jemaa el-Fna 13,"['L1', 'L2', 'L3']",['bus'],-7.9948589,31.6199082
106,Jemaa el-Fna 14,"['L1', 'L2', 'L3']",['bus'],-7.996602,31.6187418
107,Hay Hassani 1,"['L11', 'L12']",['bus'],-8.0213567,31.6196918
108,Hay Hassani 2,"['L11', 'L12']",['bus'],-8.0228342,31.618034
109,Hay Hassani 3,"['L11', 'L12']",['bus'],-8.0249865,31.6153765
110,Hay Hassani 4,"['L11', 'L12']",['bus'],-8.0281749,31.6126725
111,Hay Hassani 5,"['L11', 'L12']",['bus'],-8.0329346,31.6111888
112,Hay Hassani 6,"['L11', 'L12']",['bus'],-8.0356816,31.609954
113,Massira 1,['L10'],['bus'],-8.0037436,31.6037119
114,Massira 2,['L10'],['bus'],-8.0074791,31.6051268
115,Massira 3,['L10'],['bus'],-8.0066201,31.603161
116,Massira 4,['L10'],['bus'],-8.0087697,31.6030049
117,Massira 5,['L10'],['bus'],-8.0121229,31.6010407
118,Massira 6,['L10'],['bus'],-8.012364,31.6004109
119,Massira 7,['L10'],['bus'],-8.0139618,31.5993993
120,Massira 8,['L10'],['bus'],-8.0159383,31.5997377
121,Massira 9,['L10'],['bus'],-8.0178053,31.6002468
122,Massira 10,['L10'],['bus'],-8.0170941,31.5990248
123,Massira 11,['L10'],['bus'],-8.0191805,31.5969833
124,Sidi Youssef 1,"['L4', 'L7']",['bus'],-7.9701916,31.6109283
125,Sidi Youssef 2,"['L4', 'L7']",['bus'],-7.9682835,31.6082224
126,Sidi Youssef 3,"['L4', 'L7']",['bus'],-7.9675713,31.6065397
127,Sidi Youssef 4,"['L4', 'L7']",['bus'],-7.9657106,31.6064637
128,Sidi Youssef 5,"['L4', 'L7']",['bus'],-7.9647496,31.6043933
129,Sidi Youssef 6,"['L4', 'L7']",['bus'],-7.9641517,31.6048798
130,Sidi Youssef 7,"['L4', 'L7']",['bus'],-7.9637998,31.6042696
131,Sidi Youssef 8,"['L4', 'L7']",['bus'],-7.9626926,31.602299
132,Sidi Youssef 9,"['L4', 'L7']",['bus'],-7.9608707,31.601571
133,Sidi Youssef 10,"['L4', 'L7']",['bus'],-7.9598291,31.5981843
134,Sidi Youssef 11,"['L4', 'L7']",['bus'],-7.9601682,31.5969994
135,Rte Aéroport 1,['L16'],['bus'],-7.9824632,31.6289402
136,Rte Aéroport 2,['L16'],['bus'],-7.977687,31.6264674
137,Rte Aéroport 3,['L16'],['bus'],-7.9717468,31.623032
138,Rte Aéroport 4,['L16'],['bus'],-7.9681376,31.6224762
139,Rte Aéroport 5,['L16'],['bus'],-7.9661847,31.6179983
140,Rte Aéroport 6,['L16'],['bus'],-7.9623275,31.6156714
141,Rte Aéroport 7,['L16'],['bus'],-7.9567139,31.6127279
142,Rte Aéroport 8,['L16'],['bus'],-7.9535186,31.6098964
143,Rte Aéroport 9,['L16'],['bus'],-7.948024,31.6072031
144,Rte Aéroport 10,['L16'],['bus'],-7.9440583,31.6036037
145,Gueliz Centre,"['L1', 'L2', 'L3', 'L4']",['busway'],-7.992252,31.6381103
146,Jemaa el-Fna,"['L1', 'L2', 'L3', 'L5']",['busway'],-7.9896815,31.6257936
147,Place du 16 Novembre,"['L1', 'L6', 'L17']",['busway'],-7.9922112,31.6493631
148,Arset El Maach,"['L2', 'L8', 'L16']",['busway'],-7.9810877,31.6293995
149,Bab Doukkala,"['L3', 'L4', 'L10']",['busway'],-7.9758722,31.6204012
150,Bab Ghmat,"['L4', 'L7']",['busway'],-7.9929084,31.6145241
151,Massira 2,"['L10', 'L11']",['busway'],-8.0098522,31.6047122
152,Hay Hassani,"['L11', 'L12']",['busway'],-8.0266328,31.6230638
153,Arrêt Hôpital Mohammed VI,"['L2', 'L5']",['bus'],-8.0139114,31.6452182
154,Arrêt Hôpital Mohammed VI,"['L10', 'L11']",['bus'],-8.0139419,31.6458895
155,Arrêt Hôpital Mohammed VI,"['L1', 'L3']",['bus'],-8.0158292,31.6450718
156,Arrêt Hôpital Mohammed VI,"['L10', 'L11']",['bus'],-8.0169647,31.6451124
157,Arrêt Polyclinique du Sud,"['L10', 'L11']",['bus'],-7.9767823,31.6228206
158,Arrêt Polyclinique du Sud,"['L4', 'L8']",['bus'],-7.9783831,31.6219702
159,Arrêt Hôpital Al Antaki,['L6'],['bus'],-8.0032099,31.6265646
160,Arrêt Hôpital Al Antaki,"['L4', 'L8']",['bus'],-8.003235,31.6240533
161,Arrêt Clinique Dar Salam,"['L4', 'L8']",['bus'],-7.9844501,31.6173558
162,Arrêt Clinique Dar Salam,['L6'],['bus'],-7.9801876,31.6204217
163,Arrêt Polyclinique CNSS Ma,"['L1', 'L3']",['bus'],-7.9682272,31.6294056
164,Arrêt Polyclinique CNSS Ma,"['L10', 'L11']",['bus'],-7.9687846,31.6319688
165,Arrêt Polyclinique CNSS Ma,"['L2', 'L5']",['bus'],-7.9715912,31.6339693
166,Arrêt Polyclinique CNSS Ma,"['L2', 'L5']",['bus'],-7.9734861,31.632884
167,Arrêt Centre de Santé Daou,"['L1', 'L3']",['bus'],-8.0197352,31.6431528
168,Arrêt Centre de Santé Daou,"['L4', 'L8']",['bus'],-8.0221466,31.6395223
169,Arrêt Centre de Santé Daou,"['L4', 'L8']",['bus'],-8.0227355,31.6382174
170,Arrêt Clinique Yasmine,"['L10', 'L11']",['bus'],-7.9685894,31.6214049
171,Arrêt Clinique Yasmine,"['L2', 'L5']",['bus'],-7.9692728,31.6195949
172,Arrêt Clinique Yasmine,"['L10', 'L11']",['bus'],-7.9702009,31.6167654
173,Arrêt Clinique Yasmine,"['L1', 'L3']",['bus'],-7.9705319,31.6171027
174,Arrêt Clinique Al Farabi,['L6'],['bus'],-8.0012575,31.615702
175,Arrêt Clinique Al Farabi,"['L10', 'L11']",['bus'],-8.0048219,31.6123776
176,Arrêt Centre de Santé Sidi,['L6'],['bus'],-7.9739563,31.6097645
177,Arrêt Centre de Santé Sidi,"['L2', 'L5']",['bus'],-7.9740318,31.6131845
178,Arrêt Centre de Santé Sidi,"['L10', 'L11']",['bus'],-7.9764091,31.6094657
179,Arrêt Centre de Santé Sidi,['L6'],['bus'],-7.9734068,31.6111103
180,Arrêt Clinique La Rose,"['L2', 'L5']",['bus'],-7.96572,31.6482666
181,Arrêt Clinique La Rose,"['L1', 'L3']",['bus'],-7.9664904,31.6489274
182,Arrêt Clinique La Rose,"['L2', 'L5']",['bus'],-7.9661189,31.6510368
183,Arrêt Clinique La Rose,"['L1', 'L3']",['bus'],-7.9645029,31.6506227
184,Arrêt Centre de Santé Mass,"['L10', 'L11']",['bus'],-8.0120484,31.6061171
185,Arrêt Centre de Santé Mass,"['L1', 'L3']",['bus'],-8.0147057,31.6053359
186,Arrêt Centre de Santé Mass,"['L10', 'L11']",['bus'],-8.0173378,31.6079091
187,Arrêt Clinique El Wahda,"['L4', 'L8']",['bus'],-7.9734226,31.632279
188,Arrêt Clinique El Wahda,"['L4', 'L8']",['bus'],-7.9727414,31.630276
189,Arrêt Clinique El Wahda,"['L10', 'L11']",['bus'],-7.9708919,31.6334987
190,Arrêt Clinique Marjane,"['L10', 'L11']",['bus'],-8.0084126,31.6575019
191,Arrêt Clinique Marjane,"['L2', 'L5']",['bus'],-8.0092863,31.6559326
192,Arrêt Clinique Atlas,"['L1', 'L3']",['bus'],-7.9549764,31.6436351
193,Arrêt Clinique Atlas,"['L1', 'L3']",['bus'],-7.9575794,31.6415078
194,Arrêt Clinique Atlas,"['L4', 'L8']",['bus'],-7.9552387,31.6434887
195,Arrêt Clinique Atlas,"['L10', 'L11']",['bus'],-7.9590658,31.6393508
196,Arrêt Centre de Santé Amer,"['L1', 'L3']",['bus'],-7.9907271,31.609035
197,Arrêt Centre de Santé Amer,"['L2', 'L5']",['bus'],-7.9904468,31.614389
198,Arrêt Clinique Najmat Al M,"['L2', 'L5']",['bus'],-8.008099,31.6284604
199,Arrêt Clinique Najmat Al M,['L6'],['bus'],-8.0085455,31.6260922
200,Arrêt Polyclinique Al Amal,"['L2', 'L5']",['bus'],-8.0067136,31.6479617
201,Arrêt Polyclinique Al Amal,"['L4', 'L8']",['bus'],-8.0088512,31.6466659
202,Arrêt Centre de Santé Targ,"['L2', 'L5']",['bus'],-8.0190163,31.6571245
203,Arrêt Centre de Santé Targ,"['L10', 'L11']",['bus'],-8.0196967,31.653075
204,Arrêt Centre de Santé Targ,"['L1', 'L3']",['bus'],-8.0181946,31.6550503
205,Arrêt Clinique Ryad,"['L1', 'L3']",['bus'],-7.9667701,31.6304274
206,Arrêt Clinique Ryad,"['L1', 'L3']",['bus'],-7.9619655,31.6316129
